episode,DC_ASSC,DC_NC,DC_AIC,AC_total
1,1.7600000000000002,4.750208125210601,0.0,16.75
2,1.2400000000000002,4.625934076042911,0.0,16.75
3,1.7600000000000002,4.750208125210601,0.0,11.3
4,1.7600000000000002,4.750208125210601,0.0,11.3
5,1.3200000000000003,4.625934076042911,0.0,11.3
6,0.8800000000000001,4.5016600268752205,0.0,11.3
7,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
8,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
9,1.3200000000000003,4.625934076042911,0.0,16.75
10,1.3200000000000003,4.625934076042911,0.0,16.75
11,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
12,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
13,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
14,1.3200000000000003,4.625934076042911,0.0,11.3
15,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
16,0.8800000000000001,4.5016600268752205,0.0,11.3
17,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
18,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
19,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
20,0.8800000000000001,4.5016600268752205,0.0,11.3
21,1.2400000000000002,4.625934076042911,0.0,11.3
22,1.6,4.750208125210601,0.0,14.900000000000002
23,1.6,4.750208125210601,0.0,13.100000000000001
24,1.2400000000000002,4.625934076042911,0.0,11.3
25,1.2400000000000002,4.625934076042911,0.0,11.3
26,0.8800000000000001,4.5016600268752205,0.0,14.950000000000001
27,0.8800000000000001,4.5016600268752205,0.0,11.3
28,1.6800000000000002,4.750208125210601,0.0,11.3
29,1.6800000000000002,4.750208125210601,0.0,16.75
30,1.7600000000000002,4.750208125210601,0.0,14.900000000000002
31,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
32,1.7600000000000002,4.750208125210601,0.0,11.3
33,0.8800000000000001,4.5016600268752205,0.0,11.3
34,1.3200000000000003,4.625934076042911,0.0,11.3
35,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
36,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
37,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
38,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
39,1.6,4.750208125210601,0.0,11.3
40,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
41,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
42,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
43,1.6800000000000002,4.750208125210601,0.0,11.3
44,1.3200000000000003,4.625934076042911,0.0,11.3
45,1.2400000000000002,4.625934076042911,0.0,16.75
46,1.3200000000000003,4.625934076042911,0.0,11.3
47,1.3200000000000003,4.625934076042911,0.0,11.3
48,1.7600000000000002,4.750208125210601,0.0,11.3
49,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
50,1.7600000000000002,4.750208125210601,0.0,11.3
51,1.6800000000000002,4.750208125210601,0.0,11.3
52,1.6800000000000002,4.750208125210601,0.0,11.3
53,1.3200000000000003,4.625934076042911,0.0,11.3
54,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
55,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
56,1.6800000000000002,4.750208125210601,0.0,11.3
57,1.3200000000000003,4.625934076042911,0.0,18.6
58,1.7600000000000002,4.750208125210601,0.0,11.3
59,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
60,1.3200000000000003,4.625934076042911,0.0,11.3
61,1.6800000000000002,4.750208125210601,0.0,11.3
62,1.6,4.750208125210601,0.0,14.950000000000001
63,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
64,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
65,0.8800000000000001,4.5016600268752205,0.0,11.3
66,1.7600000000000002,4.750208125210601,0.0,11.3
67,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
68,1.3200000000000003,4.625934076042911,0.0,11.3
69,1.6,4.750208125210601,0.0,11.3
70,1.6,4.750208125210601,0.0,14.950000000000001
71,1.6800000000000002,4.750208125210601,0.0,11.3
72,0.8800000000000001,4.5016600268752205,0.0,11.3
73,0.8800000000000001,4.5016600268752205,0.0,14.950000000000001
74,0.8800000000000001,4.5016600268752205,0.0,14.950000000000001
75,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
76,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
77,1.6,4.750208125210601,0.0,11.3
78,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
79,1.6,4.750208125210601,0.0,13.100000000000001
80,0.8800000000000001,4.5016600268752205,0.0,11.3
81,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
82,1.2400000000000002,4.625934076042911,0.0,11.3
83,0.8800000000000001,4.5016600268752205,0.0,11.3
84,1.6800000000000002,4.750208125210601,0.0,11.3
85,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
86,1.3200000000000003,4.625934076042911,0.0,11.3
87,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
88,1.6800000000000002,4.750208125210601,0.0,11.3
89,1.2400000000000002,4.625934076042911,0.0,11.3
90,1.3200000000000003,4.625934076042911,0.0,11.3
91,1.6800000000000002,4.750208125210601,0.0,11.3
92,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
93,0.8800000000000001,4.5016600268752205,0.0,11.3
94,1.2400000000000002,4.625934076042911,0.0,11.3
95,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
96,1.2400000000000002,4.625934076042911,0.0,11.3
97,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
98,1.6,4.750208125210601,0.0,11.3
99,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
100,1.6,4.750208125210601,0.0,11.3
101,1.3200000000000003,4.625934076042911,0.0,14.950000000000001
102,1.2400000000000002,4.625934076042911,0.0,11.3
103,1.7600000000000002,4.750208125210601,0.0,11.3
104,0.8800000000000001,4.5016600268752205,0.0,11.3
105,1.6,4.750208125210601,0.0,11.3
106,1.6,4.750208125210601,0.0,11.3
107,1.7600000000000002,4.750208125210601,0.0,11.3
108,1.3200000000000003,4.625934076042911,0.0,11.3
109,1.3200000000000003,4.625934076042911,0.0,14.950000000000001
110,1.2400000000000002,4.625934076042911,0.0,11.3
111,1.6,4.750208125210601,0.0,11.3
112,1.6800000000000002,4.750208125210601,0.0,11.3
113,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
114,1.6,4.750208125210601,0.0,11.3
115,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
116,1.2400000000000002,4.625934076042911,0.0,11.3
117,1.6800000000000002,4.750208125210601,0.0,11.3
118,1.7600000000000002,4.750208125210601,0.0,14.900000000000002
119,1.6,4.750208125210601,0.0,11.3
120,1.2400000000000002,4.625934076042911,0.0,11.3
121,1.3200000000000003,4.625934076042911,0.0,11.3
122,1.3200000000000003,4.625934076042911,0.0,11.3
123,1.3200000000000003,4.625934076042911,0.0,11.3
124,1.6800000000000002,4.750208125210601,0.0,11.3
125,1.6800000000000002,4.750208125210601,0.0,11.3
126,0.8800000000000001,4.5016600268752205,0.0,11.3
127,1.6800000000000002,4.750208125210601,0.0,11.3
128,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
129,1.2400000000000002,4.625934076042911,0.0,11.3
130,1.6,4.750208125210601,0.0,14.950000000000001
131,1.6,4.750208125210601,0.0,11.3
132,1.6,4.750208125210601,0.0,13.100000000000001
133,0.8800000000000001,4.5016600268752205,0.0,11.3
134,1.3200000000000003,4.625934076042911,0.0,11.3
135,1.3200000000000003,4.625934076042911,0.0,11.3
136,1.6800000000000002,4.750208125210601,0.0,11.3
137,0.8800000000000001,4.5016600268752205,0.0,11.3
138,1.3200000000000003,4.625934076042911,0.0,11.3
139,1.3200000000000003,4.625934076042911,0.0,11.3
140,1.6800000000000002,4.750208125210601,0.0,11.3
141,1.3200000000000003,4.625934076042911,0.0,11.3
142,1.3200000000000003,4.625934076042911,0.0,11.3
143,1.2400000000000002,4.625934076042911,0.0,11.3
144,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
145,1.6800000000000002,4.750208125210601,0.0,11.3
146,1.6,4.750208125210601,0.0,11.3
147,1.3200000000000003,4.625934076042911,0.0,11.3
148,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
149,1.6,4.750208125210601,0.0,11.3
150,0.8800000000000001,4.5016600268752205,0.0,11.3
151,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
152,1.6800000000000002,4.750208125210601,0.0,11.3
153,1.6800000000000002,4.750208125210601,0.0,11.3
154,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
155,1.6800000000000002,4.750208125210601,0.0,11.3
156,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
157,0.8800000000000001,4.5016600268752205,0.0,11.3
158,1.3200000000000003,4.625934076042911,0.0,11.3
159,1.6,4.750208125210601,0.0,13.100000000000001
160,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
161,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
162,1.7600000000000002,4.750208125210601,0.0,11.3
163,1.3200000000000003,4.625934076042911,0.0,11.3
164,1.6800000000000002,4.750208125210601,0.0,16.75
165,1.2400000000000002,4.625934076042911,0.0,11.3
166,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
167,1.3200000000000003,4.625934076042911,0.0,11.3
168,1.7600000000000002,4.750208125210601,0.0,11.3
169,1.6800000000000002,4.750208125210601,0.0,11.3
170,1.3200000000000003,4.625934076042911,0.0,14.950000000000001
171,1.6800000000000002,4.750208125210601,0.0,11.3
172,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
173,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
174,1.2400000000000002,4.625934076042911,0.0,11.3
175,1.6,4.750208125210601,0.0,11.3
176,1.6800000000000002,4.750208125210601,0.0,11.3
177,1.6800000000000002,4.750208125210601,0.0,11.3
178,1.2400000000000002,4.625934076042911,0.0,11.3
179,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
180,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
181,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
182,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
183,1.2400000000000002,4.625934076042911,0.0,11.3
184,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
185,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
186,1.6800000000000002,4.750208125210601,0.0,11.3
187,1.7600000000000002,4.750208125210601,0.0,11.3
188,1.6,4.750208125210601,0.0,13.100000000000001
189,0.8800000000000001,4.5016600268752205,0.0,11.3
190,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
191,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
192,1.3200000000000003,4.625934076042911,0.0,11.3
193,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
194,1.2400000000000002,4.625934076042911,0.0,11.3
195,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
196,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
197,0.8800000000000001,4.5016600268752205,0.0,14.950000000000001
198,1.6800000000000002,4.750208125210601,0.0,11.3
199,1.3200000000000003,4.625934076042911,0.0,11.3
200,1.6800000000000002,4.750208125210601,0.0,11.3
201,1.3200000000000003,4.625934076042911,0.0,11.3
202,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
203,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
204,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
205,1.6800000000000002,4.750208125210601,0.0,11.3
206,1.3200000000000003,4.625934076042911,0.0,11.3
207,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
208,0.8800000000000001,4.5016600268752205,0.0,16.75
209,1.6,4.750208125210601,0.0,11.3
210,1.2400000000000002,4.625934076042911,0.0,11.3
211,1.6,4.750208125210601,0.0,11.3
212,1.2400000000000002,4.625934076042911,0.0,11.3
213,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
214,1.6,4.750208125210601,0.0,11.3
215,1.6800000000000002,4.750208125210601,0.0,11.3
216,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
217,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
218,1.3200000000000003,4.625934076042911,0.0,11.3
219,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
220,1.3200000000000003,4.625934076042911,0.0,11.3
221,1.6800000000000002,4.750208125210601,0.0,11.3
222,1.7600000000000002,4.750208125210601,0.0,11.3
223,1.3200000000000003,4.625934076042911,0.0,14.950000000000001
224,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
225,1.6800000000000002,4.750208125210601,0.0,11.3
226,0.8800000000000001,4.5016600268752205,0.0,11.3
227,1.6,4.750208125210601,0.0,11.3
228,1.3200000000000003,4.625934076042911,0.0,11.3
229,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
230,1.2400000000000002,4.625934076042911,0.0,11.3
231,0.8800000000000001,4.5016600268752205,0.0,11.3
232,1.2400000000000002,4.625934076042911,0.0,11.3
233,1.6800000000000002,4.750208125210601,0.0,11.3
234,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
235,1.6,4.750208125210601,0.0,11.3
236,1.6800000000000002,4.750208125210601,0.0,11.3
237,1.7600000000000002,4.750208125210601,0.0,11.3
238,1.2400000000000002,4.625934076042911,0.0,11.3
239,1.6,4.750208125210601,0.0,11.3
240,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
241,1.6,4.750208125210601,0.0,13.100000000000001
242,1.2400000000000002,4.625934076042911,0.0,11.3
243,1.7600000000000002,4.750208125210601,0.0,11.3
244,1.3200000000000003,4.625934076042911,0.0,11.3
245,1.6,4.750208125210601,0.0,11.3
246,1.6800000000000002,4.750208125210601,0.0,11.3
247,1.6800000000000002,4.750208125210601,0.0,11.3
248,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
249,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
250,1.3200000000000003,4.625934076042911,0.0,11.3
251,1.6800000000000002,4.750208125210601,0.0,11.3
252,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
253,1.3200000000000003,4.625934076042911,0.0,11.3
254,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
255,1.7600000000000002,4.750208125210601,0.0,11.3
256,1.6,4.750208125210601,0.0,13.100000000000001
257,1.3200000000000003,4.625934076042911,0.0,11.3
258,1.7600000000000002,4.750208125210601,0.0,11.3
259,1.3200000000000003,4.625934076042911,0.0,11.3
260,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
261,1.3200000000000003,4.625934076042911,0.0,11.3
262,1.2400000000000002,4.625934076042911,0.0,11.3
263,1.7600000000000002,4.750208125210601,0.0,11.3
264,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
265,1.2400000000000002,4.625934076042911,0.0,11.3
266,0.8800000000000001,4.5016600268752205,0.0,11.3
267,1.6,4.750208125210601,0.0,11.3
268,1.2400000000000002,4.625934076042911,0.0,11.3
269,1.3200000000000003,4.625934076042911,0.0,11.3
270,1.7600000000000002,4.750208125210601,0.0,11.3
271,1.2400000000000002,4.625934076042911,0.0,11.3
272,1.2400000000000002,4.625934076042911,0.0,11.3
273,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
274,1.7600000000000002,4.750208125210601,0.0,11.3
275,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
276,1.3200000000000003,4.625934076042911,0.0,11.3
277,1.3200000000000003,4.625934076042911,0.0,11.3
278,1.3200000000000003,4.625934076042911,0.0,11.3
279,1.2400000000000002,4.625934076042911,0.0,11.3
280,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
281,1.3200000000000003,4.625934076042911,0.0,11.3
282,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
283,1.6,4.750208125210601,0.0,14.950000000000001
284,1.2400000000000002,4.625934076042911,0.0,11.3
285,0.8800000000000001,4.5016600268752205,0.0,14.950000000000001
286,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
287,1.2400000000000002,4.625934076042911,0.0,14.900000000000002
288,1.6,4.750208125210601,0.0,11.3
289,1.6,4.750208125210601,0.48,14.950000000000001
290,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
291,1.3200000000000003,4.625934076042911,0.0,11.3
292,1.7600000000000002,4.750208125210601,0.0,11.3
293,1.2400000000000002,4.625934076042911,0.0,11.3
294,1.6800000000000002,4.750208125210601,0.0,11.3
295,1.6800000000000002,4.750208125210601,0.0,11.3
296,1.6,4.750208125210601,0.0,14.950000000000001
297,1.6,4.750208125210601,0.0,14.950000000000001
298,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
299,1.6800000000000002,4.750208125210601,0.0,11.3
300,1.6800000000000002,4.750208125210601,0.0,11.3
301,0.8800000000000001,4.5016600268752205,0.0,11.3
302,1.2400000000000002,4.625934076042911,0.0,11.3
303,1.2400000000000002,4.625934076042911,0.0,11.3
304,1.3200000000000003,4.625934076042911,0.0,11.3
305,1.3200000000000003,4.625934076042911,0.0,11.3
306,1.7600000000000002,4.750208125210601,0.0,11.3
307,1.3200000000000003,4.625934076042911,0.0,11.3
308,1.6800000000000002,4.750208125210601,0.0,16.75
309,1.7600000000000002,4.750208125210601,0.0,11.3
310,1.6800000000000002,4.750208125210601,0.0,11.3
311,1.6800000000000002,4.750208125210601,0.0,11.3
312,1.2400000000000002,4.625934076042911,0.0,11.3
313,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
314,1.3200000000000003,4.625934076042911,0.0,11.3
315,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
316,1.6,4.750208125210601,0.0,11.3
317,1.3200000000000003,4.625934076042911,0.0,11.3
318,1.6800000000000002,4.750208125210601,0.0,11.3
319,1.7600000000000002,4.750208125210601,0.0,11.3
320,1.6800000000000002,4.750208125210601,0.0,11.3
321,1.7600000000000002,4.750208125210601,0.0,11.3
322,1.6800000000000002,4.750208125210601,0.0,11.3
323,1.6,4.750208125210601,0.0,14.950000000000001
324,1.6800000000000002,4.750208125210601,0.0,11.3
325,1.6800000000000002,4.750208125210601,0.0,11.3
326,1.6,4.750208125210601,0.0,11.3
327,1.7600000000000002,4.750208125210601,0.0,11.3
328,1.3200000000000003,4.625934076042911,0.0,11.3
329,1.3200000000000003,4.625934076042911,0.0,11.3
330,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
331,1.2400000000000002,4.625934076042911,0.0,11.3
332,1.3200000000000003,4.625934076042911,0.0,11.3
333,1.3200000000000003,4.625934076042911,0.0,11.3
334,1.6800000000000002,4.750208125210601,0.0,11.3
335,1.6,4.750208125210601,0.0,14.950000000000001
336,1.3200000000000003,4.625934076042911,0.0,11.3
337,1.3200000000000003,4.625934076042911,0.0,14.950000000000001
338,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
339,1.2400000000000002,4.625934076042911,0.0,11.3
340,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
341,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
342,1.2400000000000002,4.625934076042911,0.0,11.3
343,1.6800000000000002,4.750208125210601,0.0,11.3
344,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
345,1.3200000000000003,4.625934076042911,0.0,11.3
346,1.3200000000000003,4.625934076042911,0.0,11.3
347,0.8800000000000001,4.5016600268752205,0.0,11.3
348,1.6,4.750208125210601,0.0,16.75
349,1.6,4.750208125210601,0.0,11.3
350,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
351,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
352,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
353,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
354,1.6,4.750208125210601,0.0,11.3
355,1.2400000000000002,4.625934076042911,0.0,11.3
356,1.6800000000000002,4.750208125210601,0.0,11.3
357,1.6800000000000002,4.750208125210601,0.0,11.3
358,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
359,1.6800000000000002,4.750208125210601,0.0,11.3
360,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
361,1.2400000000000002,4.625934076042911,0.0,11.3
362,1.3200000000000003,4.625934076042911,0.0,11.3
363,1.2400000000000002,4.625934076042911,0.0,11.3
364,1.2400000000000002,4.625934076042911,0.0,11.3
365,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
366,1.3200000000000003,4.625934076042911,0.0,11.3
367,1.6800000000000002,4.750208125210601,0.0,11.3
368,1.6,4.750208125210601,0.0,11.3
369,1.6,4.750208125210601,0.0,11.3
370,1.6800000000000002,4.750208125210601,0.0,11.3
371,1.7600000000000002,4.750208125210601,0.0,11.3
372,1.7600000000000002,4.750208125210601,0.0,16.75
373,1.3200000000000003,4.625934076042911,0.0,14.950000000000001
374,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
375,1.2400000000000002,4.625934076042911,0.0,11.3
376,1.6800000000000002,4.750208125210601,0.0,11.3
377,1.6800000000000002,4.750208125210601,0.0,11.3
378,1.6800000000000002,4.750208125210601,0.0,11.3
379,1.6,4.750208125210601,0.0,11.3
380,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
381,1.3200000000000003,4.625934076042911,0.0,11.3
382,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
383,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
384,1.6800000000000002,4.750208125210601,0.0,11.3
385,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
386,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
387,0.8800000000000001,4.5016600268752205,0.0,11.3
388,1.6,4.750208125210601,0.0,11.3
389,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
390,1.6800000000000002,4.750208125210601,0.0,11.3
391,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
392,1.6800000000000002,4.750208125210601,0.0,11.3
393,1.2400000000000002,4.625934076042911,0.0,11.3
394,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
395,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
396,1.2400000000000002,4.625934076042911,0.0,11.3
397,1.6,4.750208125210601,0.0,11.3
398,1.6800000000000002,4.750208125210601,0.0,11.3
399,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
400,1.2400000000000002,4.625934076042911,0.0,11.3
401,1.2400000000000002,4.625934076042911,0.0,11.3
402,1.3200000000000003,4.625934076042911,0.0,11.3
403,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
404,0.8800000000000001,4.5016600268752205,0.0,11.3
405,1.7600000000000002,4.750208125210601,0.0,11.3
406,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
407,1.3200000000000003,4.625934076042911,0.0,11.3
408,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
409,1.2400000000000002,4.625934076042911,0.0,11.3
410,1.6,4.750208125210601,0.0,11.3
411,1.7600000000000002,4.750208125210601,0.0,11.3
412,1.6,4.750208125210601,0.0,11.3
413,1.3200000000000003,4.625934076042911,0.0,11.3
414,1.7600000000000002,4.750208125210601,0.0,11.3
415,1.7600000000000002,4.750208125210601,0.0,11.3
416,1.6,4.750208125210601,0.0,11.3
417,0.8800000000000001,4.5016600268752205,0.0,11.3
418,1.6800000000000002,4.750208125210601,0.0,11.3
419,1.6800000000000002,4.750208125210601,0.0,14.900000000000002
420,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
421,1.6800000000000002,4.750208125210601,0.0,11.3
422,1.7600000000000002,4.750208125210601,0.0,11.3
423,1.6800000000000002,4.750208125210601,0.0,11.3
424,1.6,4.750208125210601,0.0,14.950000000000001
425,1.6800000000000002,4.750208125210601,0.0,11.3
426,1.6800000000000002,4.750208125210601,0.0,11.3
427,1.3200000000000003,4.625934076042911,0.0,11.3
428,1.6,4.750208125210601,0.0,11.3
429,1.2400000000000002,4.625934076042911,0.0,11.3
430,0.8800000000000001,4.5016600268752205,0.0,11.3
431,1.6800000000000002,4.750208125210601,0.0,11.3
432,0.8800000000000001,4.5016600268752205,0.0,13.100000000000001
433,1.6800000000000002,4.750208125210601,0.0,11.3
434,1.6,4.750208125210601,0.0,11.3
435,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
436,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
437,1.2400000000000002,4.625934076042911,0.0,11.3
438,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
439,1.6,4.750208125210601,0.0,13.100000000000001
440,1.2400000000000002,4.625934076042911,0.0,11.3
441,1.6,4.750208125210601,0.0,13.100000000000001
442,1.2400000000000002,4.625934076042911,0.0,11.3
443,1.3200000000000003,4.625934076042911,0.0,11.3
444,1.6,4.750208125210601,0.0,11.3
445,1.3200000000000003,4.625934076042911,0.0,11.3
446,1.3200000000000003,4.625934076042911,0.0,11.3
447,1.6800000000000002,4.750208125210601,0.0,11.3
448,1.6,4.750208125210601,0.0,13.100000000000001
449,0.8800000000000001,4.5016600268752205,0.0,14.900000000000002
450,0.8800000000000001,4.5016600268752205,0.0,11.3
451,1.2400000000000002,4.625934076042911,0.0,11.3
452,0.8800000000000001,4.5016600268752205,0.0,11.3
453,1.2400000000000002,4.625934076042911,0.0,11.3
454,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
455,1.6,4.750208125210601,0.0,11.3
456,1.6800000000000002,4.750208125210601,0.0,14.950000000000001
457,1.6800000000000002,4.750208125210601,0.0,11.3
458,1.6800000000000002,4.750208125210601,0.0,11.3
459,1.6,4.750208125210601,0.0,11.3
460,1.3200000000000003,4.625934076042911,0.0,18.6
461,0.8800000000000001,4.5016600268752205,0.0,11.3
462,1.6,4.750208125210601,0.0,13.100000000000001
463,1.6,4.750208125210601,0.0,11.3
464,1.6800000000000002,4.750208125210601,0.0,11.3
465,1.6800000000000002,4.750208125210601,0.0,11.3
466,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
467,1.3200000000000003,4.625934076042911,0.0,11.3
468,1.3200000000000003,4.625934076042911,0.0,11.3
469,1.7600000000000002,4.750208125210601,0.0,11.3
470,1.2400000000000002,4.625934076042911,0.0,14.950000000000001
471,1.7600000000000002,4.750208125210601,0.0,11.3
472,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
473,1.3200000000000003,4.625934076042911,0.0,11.3
474,1.7600000000000002,4.750208125210601,0.0,11.3
475,1.7600000000000002,4.750208125210601,0.0,11.3
476,1.2400000000000002,4.625934076042911,0.0,11.3
477,1.6800000000000002,4.750208125210601,0.0,13.100000000000001
478,1.6800000000000002,4.750208125210601,0.0,11.3
479,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
480,1.7600000000000002,4.750208125210601,0.0,14.950000000000001
481,1.7600000000000002,4.750208125210601,0.0,11.3
482,1.6800000000000002,4.750208125210601,0.0,11.3
483,1.6800000000000002,4.750208125210601,0.0,11.3
484,1.2400000000000002,4.625934076042911,0.0,13.100000000000001
485,1.7600000000000002,4.750208125210601,0.0,11.3
486,1.2400000000000002,4.625934076042911,0.0,11.3
487,1.3200000000000003,4.625934076042911,0.0,11.3
488,1.3200000000000003,4.625934076042911,0.0,14.900000000000002
489,1.3200000000000003,4.625934076042911,0.0,11.3
490,1.6800000000000002,4.750208125210601,0.0,11.3
491,1.3200000000000003,4.625934076042911,0.0,11.3
492,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
493,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
494,1.2400000000000002,4.625934076042911,0.0,11.3
495,1.6800000000000002,4.750208125210601,0.0,11.3
496,1.6,4.750208125210601,0.0,13.100000000000001
497,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
498,1.6800000000000002,4.750208125210601,0.0,11.3
499,1.3200000000000003,4.625934076042911,0.0,13.100000000000001
500,1.7600000000000002,4.750208125210601,0.0,13.100000000000001
